Class,Feature,Feature_ID,Importance
2-NULL,PF3D7_0316100_MeanImputer,565,9.04E-07
2-NULL,PF3D7_1220400_MeanImputer,3998,8.94E-07
2-NULL,PF3D7_1139200_MeanImputer,3646,8.69E-07
2-NULL,PF3D7_1200800_MeanImputer,3773,8.66E-07
2-NULL,PF3D7_0824100_MeanImputer,2310,8.51E-07
2-NULL,PF3D7_1201300_MeanImputer,3779,8.42E-07
2-NULL,PF3D7_0617100_MeanImputer,1525,8.37E-07
2-NULL,PF3D7_0812700_MeanImputer,2176,8.23E-07
2-NULL,PF3D7_1031700_MeanImputer,3161,8.18E-07
2-NULL,PF3D7_1122100_MeanImputer,3469,8.00E-07
2-NULL,PF3D7_0211300_MeanImputer,272,7.96E-07
2-NULL,PF3D7_1107600_MeanImputer,3323,7.92E-07
2-NULL,PF3D7_0527400_MeanImputer,1274,7.91E-07
2-NULL,PF3D7_0826600_MeanImputer,2341,7.85E-07
2-NULL,PF3D7_1128700_MeanImputer,3538,7.77E-07
2-NULL,PF3D7_1240900_MeanImputer,4214,7.69E-07
2-NULL,PF3D7_1465500_MeanImputer,5882,7.66E-07
2-NULL,PF3D7_1232900_MeanImputer,4133,7.49E-07
2-NULL,PF3D7_0732300_MeanImputer,2036,7.46E-07
2-NULL,PF3D7_1135500_MeanImputer,3611,7.43E-07
2-NULL,PF3D7_0725200_MeanImputer,1969,7.35E-07
2-NULL,PF3D7_1021400_MeanImputer,3057,7.28E-07
2-NULL,PF3D7_1028700_MeanImputer,3131,7.26E-07
2-NULL,PF3D7_0603300_MeanImputer,1371,7.21E-07
2-NULL,PF3D7_0618000_MeanImputer,1536,7.16E-07
2-NULL,PF3D7_0805600_MeanImputer,2102,7.10E-07
2-NULL,PF3D7_1009900_MeanImputer,2935,7.09E-07
2-NULL,PF3D7_1468300_MeanImputer,5912,7.00E-07
2-NULL,PF3D7_0318600_MeanImputer,594,6.99E-07
2-NULL,PF3D7_0719300_MeanImputer,1900,6.99E-07
2-NULL,PF3D7_1467700_MeanImputer,5905,6.88E-07
2-NULL,PF3D7_1463900_MeanImputer,5865,6.73E-07
2-NULL,PF3D7_0926900_MeanImputer,2705,6.69E-07
2-NULL,PF3D7_0715800_MeanImputer,1862,6.69E-07
2-NULL,PF3D7_1365300_MeanImputer,5108,6.57E-07
2-NULL,PF3D7_1124400_MeanImputer,3494,6.48E-07
2-NULL,PF3D7_1252700_MeanImputer,4347,6.47E-07
2-NULL,PF3D7_1112700_MeanImputer,3369,6.45E-07
2-NULL,PF3D7_1254400_MeanImputer,4366,6.36E-07
2-NULL,PF3D7_1413800_MeanImputer,5337,6.24E-07
2-NULL,PF3D7_1434500_MeanImputer,5536,6.18E-07
2-NULL,PF3D7_1030100_MeanImputer,3143,6.17E-07
2-NULL,PF3D7_1124100_MeanImputer,3491,6.14E-07
2-NULL,PF3D7_0216400_MeanImputer,328,6.11E-07
2-NULL,PF3D7_1406400_MeanImputer,5256,5.99E-07
2-NULL,PF3D7_0630000_MeanImputer,1675,5.98E-07
2-NULL,PF3D7_1314200_MeanImputer,4538,5.75E-07
2-NULL,PF3D7_1242300_MeanImputer,4230,5.72E-07
2-NULL,PF3D7_1017100_MeanImputer,3011,5.69E-07
2-NULL,PF3D7_1021200_MeanImputer,3054,5.59E-07
2-NULL,PF3D7_0705500_MeanImputer,1753,5.58E-07
2-NULL,PF3D7_0829200_MeanImputer,2371,5.54E-07
2-NULL,PF3D7_0205400_MeanImputer,213,5.51E-07
2-NULL,PF3D7_1118100_MeanImputer,3424,5.50E-07
2-NULL,PF3D7_1020300_MeanImputer,3043,5.24E-07
2-NULL,PF3D7_1434200_MeanImputer,5533,5.09E-07
2-NULL,PF3D7_1029300_MeanImputer,3135,5.06E-07
2-NULL,PF3D7_1040700_MeanImputer,3245,5.04E-07
2-NULL,PF3D7_1307100_MeanImputer,4454,5.01E-07
2-NULL,PF3D7_0718600_MeanImputer,1892,5.00E-07
2-NULL,PF3D7_1215200_MeanImputer,3937,4.95E-07
2-NULL,PF3D7_0905900_MeanImputer,2471,4.90E-07
2-NULL,PF3D7_1207800_MeanImputer,3855,4.87E-07
2-NULL,PF3D7_0301200_MeanImputer,403,4.85E-07
2-NULL,PF3D7_1041000_MeanImputer,3251,4.83E-07
2-NULL,PF3D7_1315900_MeanImputer,4560,4.80E-07
2-NULL,PF3D7_1032900_MeanImputer,3176,4.71E-07
2-NULL,PF3D7_0422700_MeanImputer,921,4.65E-07
2-NULL,PF3D7_1436400_MeanImputer,5560,4.61E-07
2-NULL,PF3D7_1319400_MeanImputer,4602,4.60E-07
2-NULL,PF3D7_1452600_MeanImputer,5739,4.49E-07
2-NULL,PF3D7_1017500_MeanImputer,3015,4.42E-07
2-NULL,PF3D7_0319900_MeanImputer,609,4.40E-07
2-NULL,PF3D7_1413700_MeanImputer,5336,4.39E-07
2-NULL,PF3D7_0103300_MeanImputer,31,4.37E-07
2-NULL,PF3D7_0705700_MeanImputer,1755,4.36E-07
2-NULL,PF3D7_1301600_MeanImputer,4397,4.33E-07
2-NULL,PF3D7_1223700_MeanImputer,4035,4.32E-07
2-NULL,PF3D7_1404000_MeanImputer,5234,4.31E-07
2-NULL,PF3D7_1435400_MeanImputer,5547,4.14E-07
2-NULL,PF3D7_0918000_MeanImputer,2608,4.02E-07
2-NULL,PF3D7_1037300_MeanImputer,3221,3.97E-07
2-NULL,PF3D7_0311700_MeanImputer,517,3.73E-07
2-NULL,PF3D7_1211000_MeanImputer,3888,3.73E-07
2-NULL,PF3D7_0932800_MeanImputer,2768,3.66E-07
2-NULL,PF3D7_1007900_MeanImputer,2914,3.61E-07
2-NULL,PF3D7_1457400_MeanImputer,5794,3.57E-07
2-NULL,PF3D7_1114200_MeanImputer,3386,3.52E-07
2-NULL,PF3D7_1467900_MeanImputer,5908,3.49E-07
2-NULL,PF3D7_1036800_MeanImputer,3216,3.47E-07
2-NULL,PF3D7_0613200_MeanImputer,1481,3.45E-07
2-NULL,PF3D7_1401900_MeanImputer,5211,3.40E-07
2-NULL,PF3D7_0621600_MeanImputer,1574,3.38E-07
2-NULL,PF3D7_1247500_MeanImputer,4283,3.36E-07
2-NULL,PF3D7_1245100_MeanImputer,4257,3.27E-07
2-NULL,PF3D7_1219100_MeanImputer,3984,3.14E-07
2-NULL,PF3D7_0719800_MeanImputer,1907,3.13E-07
2-NULL,PF3D7_0714900_MeanImputer,1851,3.11E-07
2-NULL,PF3D7_0530300_MeanImputer,1312,3.09E-07
2-NULL,PF3D7_1364100_MeanImputer,5093,3.08E-07
2-NULL,PF3D7_1319900_MeanImputer,4609,2.95E-07
2-NULL,PF3D7_1002500_MeanImputer,2853,2.94E-07
2-NULL,PF3D7_0818500_MeanImputer,2242,2.88E-07
2-NULL,PF3D7_1002300_MeanImputer,2851,2.84E-07
2-NULL,PF3D7_1132800_MeanImputer,3583,2.80E-07
2-NULL,PF3D7_1403400_MeanImputer,5228,2.76E-07
2-NULL,PF3D7_1349300_MeanImputer,4931,2.72E-07
2-NULL,PF3D7_0408400_MeanImputer,759,2.68E-07
2-NULL,PF3D7_1320100_MeanImputer,4611,2.68E-07
2-NULL,PF3D7_1301500_MeanImputer,4395,2.62E-07
2-NULL,PF3D7_1447500_MeanImputer,5683,2.61E-07
2-NULL,PF3D7_1362900_MeanImputer,5081,2.56E-07
2-NULL,PF3D7_0303300_MeanImputer,425,2.49E-07
2-NULL,PF3D7_0613600_MeanImputer,1485,2.46E-07
2-NULL,PF3D7_1144500_MeanImputer,3709,2.45E-07
2-NULL,PF3D7_1410700_MeanImputer,5303,2.44E-07
2-NULL,PF3D7_0618400_MeanImputer,1540,2.41E-07
2-NULL,PF3D7_0305900_MeanImputer,456,2.39E-07
2-NULL,PF3D7_0528000_MeanImputer,1281,2.39E-07
2-NULL,PF3D7_0728500_MeanImputer,1997,2.38E-07
2-NULL,PF3D7_1134000_MeanImputer,3597,2.35E-07
2-NULL,PF3D7_0316800_MeanImputer,572,2.32E-07
2-NULL,PF3D7_1360900_MeanImputer,5058,2.31E-07
2-NULL,PF3D7_0820000_MeanImputer,2262,2.27E-07
2-NULL,PF3D7_0605500_MeanImputer,1396,2.27E-07
2-NULL,PF3D7_1108800_MeanImputer,3335,2.27E-07
2-NULL,PF3D7_1474200_MeanImputer,5976,2.25E-07
2-NULL,PF3D7_1005000_MeanImputer,2882,2.22E-07
2-NULL,PF3D7_0603500_MeanImputer,1373,2.21E-07
2-NULL,PF3D7_1407400_MeanImputer,5267,2.18E-07
2-NULL,PF3D7_0112600_MeanImputer,126,2.15E-07
2-NULL,PF3D7_1206900_MeanImputer,3843,2.13E-07
2-NULL,PF3D7_0105200_MeanImputer,51,2.13E-07
2-NULL,PF3D7_1134200_MeanImputer,3599,2.12E-07
2-NULL,PF3D7_1320000_MeanImputer,4610,2.03E-07
2-NULL,PF3D7_0610100_MeanImputer,1447,2.03E-07
2-NULL,PF3D7_1131300_MeanImputer,3566,2.01E-07
2-NULL,PF3D7_1334300_MeanImputer,4764,2.01E-07
2-NULL,PF3D7_1438500_MeanImputer,5586,1.93E-07
2-NULL,PF3D7_0103900_MeanImputer,37,1.91E-07
2-NULL,PF3D7_1445600_MeanImputer,5663,1.86E-07
2-NULL,PF3D7_1358000_MeanImputer,5029,1.85E-07
2-NULL,PF3D7_1220500_MeanImputer,3999,1.85E-07
2-NULL,PF3D7_0722500_MeanImputer,1938,1.83E-07
2-NULL,PF3D7_1456200_MeanImputer,5779,1.83E-07
2-NULL,PF3D7_0714000_MeanImputer,1839,1.83E-07
2-NULL,PF3D7_1406600_MeanImputer,5258,1.81E-07
2-NULL,PF3D7_1345000_MeanImputer,4883,1.80E-07
2-NULL,PF3D7_0521400_MeanImputer,1205,1.78E-07
2-NULL,PF3D7_1003200_MeanImputer,2860,1.77E-07
2-NULL,PF3D7_1444000_MeanImputer,5647,1.77E-07
2-NULL,PF3D7_0617500_MeanImputer,1529,1.76E-07
2-NULL,PF3D7_0725300_MeanImputer,1970,1.73E-07
2-NULL,PF3D7_0625100_MeanImputer,1613,1.71E-07
2-NULL,PF3D7_0914600_MeanImputer,2566,1.68E-07
2-NULL,PF3D7_1353600_MeanImputer,4980,1.63E-07
2-NULL,PF3D7_1333100_MeanImputer,4749,1.62E-07
2-NULL,PF3D7_0310300_MeanImputer,501,1.61E-07
2-NULL,PF3D7_0704200_MeanImputer,1739,1.60E-07
2-NULL,PF3D7_0927800_MeanImputer,2717,1.60E-07
2-NULL,PF3D7_1243100_MeanImputer,4237,1.54E-07
2-NULL,PF3D7_1480000_MeanImputer,6045,1.52E-07
2-NULL,PF3D7_1234700_MeanImputer,4150,1.51E-07
2-NULL,PF3D7_1103800_MeanImputer,3284,1.50E-07
2-NULL,PF3D7_0501000_MeanImputer,969,1.46E-07
2-NULL,PF3D7_0304200_MeanImputer,434,1.46E-07
2-NULL,PF3D7_1325400_MeanImputer,4671,1.45E-07
2-NULL,PF3D7_0422500_MeanImputer,919,1.43E-07
2-NULL,PF3D7_1247100_MeanImputer,4279,1.40E-07
2-NULL,PF3D7_1216900_MeanImputer,3959,1.39E-07
2-NULL,PF3D7_1144900_MeanImputer,3714,1.39E-07
2-NULL,PF3D7_0920400_MeanImputer,2633,1.37E-07
2-NULL,PF3D7_0410100_MeanImputer,778,1.30E-07
2-NULL,PF3D7_0214400_MeanImputer,306,1.29E-07
2-NULL,PF3D7_1333000_MeanImputer,4747,1.28E-07
2-NULL,PF3D7_1301900_MeanImputer,4400,1.28E-07
2-NULL,PF3D7_1418200_MeanImputer,5382,1.27E-07
2-NULL,PF3D7_1143200_MeanImputer,3696,1.25E-07
2-NULL,PF3D7_1007300_MeanImputer,2908,1.25E-07
2-NULL,PF3D7_0407300_MeanImputer,746,1.24E-07
2-NULL,PF3D7_0708900_MeanImputer,1787,1.24E-07
2-NULL,PF3D7_0504600_MeanImputer,1007,1.23E-07
2-NULL,PF3D7_1111700_MeanImputer,3357,1.22E-07
2-NULL,PF3D7_1121400_MeanImputer,3461,1.22E-07
2-NULL,PF3D7_1477000_MeanImputer,6011,1.21E-07
2-NULL,PF3D7_0306500_MeanImputer,463,1.20E-07
2-NULL,PF3D7_1372500_MeanImputer,5178,1.19E-07
2-NULL,PF3D7_0815800_MeanImputer,2211,1.19E-07
2-NULL,PF3D7_0716000_MeanImputer,1864,1.19E-07
2-NULL,PF3D7_0809700_MeanImputer,2142,1.18E-07
2-NULL,PF3D7_1368100_MeanImputer,5142,1.17E-07
2-NULL,PF3D7_0513800_MeanImputer,1116,1.15E-07
2-NULL,PF3D7_0729400_MeanImputer,2007,1.15E-07
2-NULL,PF3D7_1346800_MeanImputer,4902,1.14E-07
2-NULL,PF3D7_1011000_MeanImputer,2949,1.14E-07
2-NULL,PF3D7_0406400_MeanImputer,736,1.12E-07
2-NULL,PF3D7_1464900_MeanImputer,5875,1.08E-07
2-NULL,PF3D7_1304600_MeanImputer,4427,1.06E-07
2-NULL,PF3D7_1114500_MeanImputer,3389,1.03E-07
2-NULL,PF3D7_0604200_MeanImputer,1381,1.03E-07
2-NULL,PF3D7_0206200_MeanImputer,220,1.02E-07
2-NULL,PF3D7_1350400_MeanImputer,4944,1.02E-07
2-NULL,PF3D7_0826200_MeanImputer,2335,9.96E-08
2-NULL,PF3D7_0509400_MeanImputer,1062,9.95E-08
2-NULL,PF3D7_1407700_MeanImputer,5271,9.81E-08
2-NULL,PF3D7_0306200_MeanImputer,459,9.59E-08
2-NULL,PF3D7_1149300_MeanImputer,3752,9.51E-08
2-NULL,PF3D7_1434300_MeanImputer,5534,9.42E-08
2-NULL,PF3D7_1362000_MeanImputer,5069,9.14E-08
2-NULL,PF3D7_1419300_MeanImputer,5388,9.01E-08
2-NULL,PF3D7_1027500_MeanImputer,3121,8.94E-08
2-NULL,PF3D7_0109600_MeanImputer,101,8.92E-08
2-NULL,PF3D7_0919200_MeanImputer,2620,8.77E-08
2-NULL,PF3D7_0314200_MeanImputer,543,8.74E-08
2-NULL,PF3D7_1362100_MeanImputer,5071,8.65E-08
2-NULL,PF3D7_0702600_MeanImputer,1721,8.49E-08
2-NULL,PF3D7_0937300_MeanImputer,2818,8.22E-08
2-NULL,PF3D7_0216900_MeanImputer,333,8.21E-08
2-NULL,PF3D7_0519600_MeanImputer,1186,8.14E-08
2-NULL,PF3D7_1362500_MeanImputer,5076,8.05E-08
2-NULL,PF3D7_0308000_MeanImputer,479,7.63E-08
2-NULL,PF3D7_1201800_MeanImputer,3787,7.41E-08
2-NULL,PF3D7_0221700_MeanImputer,376,7.10E-08
2-NULL,PF3D7_0417100_MeanImputer,860,7.08E-08
2-NULL,PF3D7_1000700_MeanImputer,2832,7.07E-08
2-NULL,PF3D7_1440300_MeanImputer,5608,6.82E-08
2-NULL,PF3D7_0503800_MeanImputer,996,6.72E-08
2-NULL,PF3D7_1033700_MeanImputer,3184,6.67E-08
2-NULL,PF3D7_1359200_MeanImputer,5041,6.62E-08
2-NULL,PF3D7_1457900_MeanImputer,5799,6.38E-08
2-NULL,PF3D7_1430300_MeanImputer,5489,6.38E-08
2-NULL,PF3D7_1357500_MeanImputer,5024,6.25E-08
2-NULL,PF3D7_0414900_MeanImputer,834,6.23E-08
2-NULL,PF3D7_0308200_MeanImputer,481,6.18E-08
2-NULL,PF3D7_1225600_MeanImputer,4057,6.00E-08
2-NULL,PF3D7_1242200_MeanImputer,4229,5.97E-08
2-NULL,PF3D7_1009700_MeanImputer,2933,5.92E-08
2-NULL,PF3D7_1417400_MeanImputer,5375,5.86E-08
2-NULL,PF3D7_0622800_MeanImputer,1588,5.68E-08
2-NULL,PF3D7_1452100_MeanImputer,5732,5.64E-08
2-NULL,PF3D7_1322000_MeanImputer,4634,5.64E-08
2-NULL,PF3D7_0714300_MeanImputer,1844,5.60E-08
2-NULL,PF3D7_0221200_MeanImputer,371,5.57E-08
2-NULL,PF3D7_0107700_MeanImputer,78,5.46E-08
2-NULL,PF3D7_1024700_MeanImputer,3096,5.46E-08
2-NULL,PF3D7_1436700_MeanImputer,5564,5.46E-08
2-NULL,PF3D7_1221700_MeanImputer,4012,5.43E-08
2-NULL,PF3D7_1403700_MeanImputer,5230,5.40E-08
2-NULL,PF3D7_1028600_MeanImputer,3130,5.25E-08
2-NULL,PF3D7_1405100_MeanImputer,5243,5.23E-08
2-NULL,PF3D7_0204800_MeanImputer,207,5.01E-08
2-NULL,PF3D7_1225500_MeanImputer,4056,5.00E-08
2-NULL,PF3D7_1309000_MeanImputer,4477,4.95E-08
2-NULL,PF3D7_1107400_MeanImputer,3321,4.93E-08
2-NULL,PF3D7_0320800_MeanImputer,621,4.88E-08
2-NULL,PF3D7_1350900_MeanImputer,4951,4.86E-08
2-NULL,PF3D7_1147700_MeanImputer,3743,4.81E-08
2-NULL,PF3D7_1356300_MeanImputer,5011,4.81E-08
2-NULL,PF3D7_0800300_MeanImputer,2046,4.76E-08
2-NULL,PF3D7_0223400_MeanImputer,388,4.59E-08
2-NULL,PF3D7_0933700_MeanImputer,2779,4.53E-08
2-NULL,PF3D7_1450700_MeanImputer,5714,4.49E-08
2-NULL,PF3D7_0808000_MeanImputer,2126,4.46E-08
2-NULL,PF3D7_1342400_MeanImputer,4854,4.43E-08
2-NULL,PF3D7_0106900_MeanImputer,68,4.39E-08
2-NULL,PF3D7_1353300_MeanImputer,4976,4.32E-08
2-NULL,PF3D7_0830500_MeanImputer,2381,4.24E-08
2-NULL,PF3D7_1023100_MeanImputer,3078,4.19E-08
2-NULL,PF3D7_0933000_MeanImputer,2771,4.19E-08
2-NULL,PF3D7_0626500_MeanImputer,1631,4.17E-08
2-NULL,PF3D7_1229600_MeanImputer,4098,4.12E-08
2-NULL,PF3D7_0721700_MeanImputer,1929,4.09E-08
2-NULL,PF3D7_1330300_MeanImputer,4721,4.09E-08
2-NULL,PF3D7_1418300_MeanImputer,5383,3.95E-08
2-NULL,PF3D7_1433800_MeanImputer,5529,3.92E-08
2-NULL,PF3D7_1212700_MeanImputer,3906,3.86E-08
2-NULL,PF3D7_1236400_MeanImputer,4169,3.80E-08
2-NULL,PF3D7_1216300_MeanImputer,3951,3.75E-08
2-NULL,PF3D7_0904900_MeanImputer,2460,3.72E-08
2-NULL,PF3D7_0707200_MeanImputer,1765,3.60E-08
2-NULL,PF3D7_0927900_MeanImputer,2718,3.53E-08
2-NULL,PF3D7_0514100_MeanImputer,1119,3.42E-08
2-NULL,PF3D7_1206200_MeanImputer,3835,3.35E-08
2-NULL,PF3D7_0305500_MeanImputer,451,3.32E-08
2-NULL,PF3D7_1415200_MeanImputer,5351,3.27E-08
2-NULL,PF3D7_1123200_MeanImputer,3481,3.24E-08
2-NULL,PF3D7_1357900_MeanImputer,5027,3.24E-08
2-NULL,PF3D7_1241600_MeanImputer,4220,3.18E-08
2-NULL,PF3D7_1364700_MeanImputer,5100,2.97E-08
2-NULL,PF3D7_0821600_MeanImputer,2280,2.90E-08
2-NULL,PF3D7_0220200_MeanImputer,362,2.84E-08
2-NULL,PF3D7_1405900_MeanImputer,5251,2.83E-08
2-NULL,PF3D7_0607400_MeanImputer,1415,2.70E-08
2-NULL,PF3D7_0816200_MeanImputer,2215,2.66E-08
2-NULL,PF3D7_0712200_MeanImputer,1820,2.63E-08
2-NULL,PF3D7_0901300_MeanImputer,2426,2.58E-08
2-NULL,PF3D7_0216500_MeanImputer,329,2.57E-08
2-NULL,PF3D7_0912700_MeanImputer,2545,2.54E-08
2-NULL,PF3D7_1415400_MeanImputer,5353,2.49E-08
2-NULL,PF3D7_1237600_MeanImputer,4181,2.48E-08
2-NULL,PF3D7_0732000_MeanImputer,2033,2.46E-08
2-NULL,PF3D7_1141300_MeanImputer,3670,2.40E-08
2-NULL,PF3D7_1431000_MeanImputer,5499,2.37E-08
2-NULL,PF3D7_0808200_MeanImputer,2128,2.31E-08
2-NULL,PF3D7_1450100_MeanImputer,5709,2.29E-08
2-NULL,PF3D7_1254700_MeanImputer,4370,2.28E-08
2-NULL,PF3D7_0522300_MeanImputer,1215,2.24E-08
2-NULL,PF3D7_1312600_MeanImputer,4518,2.17E-08
2-NULL,PF3D7_1013300_MeanImputer,2975,2.09E-08
2-NULL,PF3D7_0606400_MeanImputer,1405,2.08E-08
2-NULL,PF3D7_1451000_MeanImputer,5717,2.03E-08
2-NULL,PF3D7_0801400_MeanImputer,2058,2.02E-08
2-NULL,PF3D7_0829000_MeanImputer,2369,2.01E-08
2-NULL,PF3D7_1442200_MeanImputer,5626,2.01E-08
2-NULL,PF3D7_0613400_MeanImputer,1483,1.99E-08
2-NULL,PF3D7_0804700_MeanImputer,2090,1.99E-08
2-NULL,PF3D7_1414000_MeanImputer,5339,1.99E-08
2-NULL,PF3D7_0528800_MeanImputer,1292,1.98E-08
2-NULL,PF3D7_0110400_MeanImputer,109,1.96E-08
2-NULL,PF3D7_0931900_MeanImputer,2759,1.94E-08
2-NULL,PF3D7_0503000_MeanImputer,989,1.88E-08
2-NULL,PF3D7_0617000_MeanImputer,1524,1.88E-08
2-NULL,PF3D7_0802000_MeanImputer,2065,1.88E-08
2-NULL,PF3D7_0403900_MeanImputer,706,1.85E-08
2-NULL,PF3D7_0322400_MeanImputer,640,1.77E-08
2-NULL,PF3D7_0714700_MeanImputer,1849,1.74E-08
2-NULL,PF3D7_0630500_MeanImputer,1682,1.73E-08
2-NULL,PF3D7_1231800_MeanImputer,4120,1.69E-08
2-NULL,PF3D7_1320600_MeanImputer,4618,1.67E-08
2-NULL,PF3D7_1418900_MeanImputer,5384,1.65E-08
2-NULL,PF3D7_1468700_MeanImputer,5917,1.63E-08
2-NULL,PF3D7_0823200_MeanImputer,2298,1.59E-08
2-NULL,PF3D7_0305200_MeanImputer,447,1.58E-08
2-NULL,PF3D7_0320300_MeanImputer,615,1.54E-08
2-NULL,PF3D7_1130800_MeanImputer,3559,1.52E-08
2-NULL,PF3D7_1441500_MeanImputer,5620,1.50E-08
2-NULL,PF3D7_0808800_MeanImputer,2133,1.50E-08
2-NULL,PF3D7_1454500_MeanImputer,5760,1.49E-08
2-NULL,PF3D7_1012100_MeanImputer,2962,1.44E-08
2-NULL,PF3D7_0504400_MeanImputer,1004,1.43E-08
2-NULL,PF3D7_1248500_MeanImputer,4297,1.42E-08
2-NULL,PF3D7_1353900_MeanImputer,4983,1.39E-08
2-NULL,PF3D7_1473000_MeanImputer,5963,1.37E-08
2-NULL,PF3D7_1459200_MeanImputer,5815,1.35E-08
2-NULL,PF3D7_0525000_MeanImputer,1248,1.30E-08
2-NULL,PF3D7_0404100_MeanImputer,709,1.29E-08
2-NULL,PF3D7_1016100_MeanImputer,3000,1.29E-08
2-NULL,PF3D7_0203100_MeanImputer,192,1.28E-08
2-NULL,PF3D7_0500600_MeanImputer,966,1.25E-08
2-NULL,PF3D7_1124900_MeanImputer,3500,1.22E-08
2-NULL,PF3D7_1115300_MeanImputer,3397,1.22E-08
2-NULL,PF3D7_0319100_MeanImputer,600,1.15E-08
2-NULL,PF3D7_1444900_MeanImputer,5656,1.11E-08
2-NULL,PF3D7_1252300_MeanImputer,4341,1.09E-08
2-NULL,PF3D7_0928900_MeanImputer,2729,1.07E-08
2-NULL,PF3D7_0412400_MeanImputer,809,1.07E-08
2-NULL,PF3D7_1331000_MeanImputer,4726,1.06E-08
2-NULL,PF3D7_1120800_MeanImputer,3452,9.86E-09
2-NULL,PF3D7_0813200_MeanImputer,2180,9.66E-09
2-NULL,PF3D7_0724800_MeanImputer,1964,9.44E-09
2-NULL,PF3D7_0324100_MeanImputer,657,9.28E-09
2-NULL,PF3D7_0624200_MeanImputer,1603,9.21E-09
2-NULL,PF3D7_0319200_MeanImputer,601,9.15E-09
2-NULL,PF3D7_0305100_MeanImputer,446,8.88E-09
2-NULL,PF3D7_1308900_MeanImputer,4476,8.80E-09
2-NULL,PF3D7_0528100_MeanImputer,1282,8.75E-09
2-NULL,PF3D7_0621000_MeanImputer,1566,8.63E-09
2-NULL,PF3D7_1426400_MeanImputer,5451,8.17E-09
2-NULL,PF3D7_0302000_MeanImputer,413,7.96E-09
2-NULL,PF3D7_0811200_MeanImputer,2158,7.82E-09
2-NULL,PF3D7_0507000_MeanImputer,1034,7.70E-09
2-NULL,PF3D7_1454100_MeanImputer,5756,7.56E-09
2-NULL,PF3D7_0310500_MeanImputer,503,7.49E-09
2-NULL,PF3D7_1445200_MeanImputer,5659,7.48E-09
2-NULL,PF3D7_1009100_MeanImputer,2926,7.42E-09
2-NULL,PF3D7_1105600_MeanImputer,3302,7.23E-09
2-NULL,PF3D7_0614600_MeanImputer,1497,6.94E-09
2-NULL,PF3D7_1134100_MeanImputer,3598,6.89E-09
2-NULL,PF3D7_0213400_MeanImputer,294,6.78E-09
2-NULL,PF3D7_0726400_MeanImputer,1976,6.47E-09
2-NULL,PF3D7_1017600_MeanImputer,3016,6.38E-09
2-NULL,PF3D7_0623200_MeanImputer,1592,6.17E-09
2-NULL,PF3D7_1129200_MeanImputer,3542,5.85E-09
2-NULL,PF3D7_1431300_MeanImputer,5503,5.72E-09
2-NULL,PF3D7_1033300_MeanImputer,3180,5.67E-09
2-NULL,PF3D7_0711400_MeanImputer,1816,5.52E-09
2-NULL,PF3D7_1221500_MeanImputer,4009,5.45E-09
2-NULL,PF3D7_1441300_MeanImputer,5618,4.67E-09
2-NULL,PF3D7_0212100_MeanImputer,281,4.39E-09
2-NULL,PF3D7_1428600_MeanImputer,5472,4.22E-09
2-NULL,PF3D7_0613700_MeanImputer,1487,4.12E-09
2-NULL,PF3D7_1462100_MeanImputer,5846,3.90E-09
2-NULL,PF3D7_1435500_MeanImputer,5549,3.00E-09
2-NULL,PF3D7_0216600_MeanImputer,330,2.81E-09
2-NULL,PF3D7_0306900_MeanImputer,468,2.64E-09
2-NULL,PF3D7_0320900_ImputationMarker,623,0
2-NULL,PF3D7_0302300_MeanImputer,416,0
2-NULL,PF3D7_0730300_MeanImputer,2017,0
2-NULL,PF3D7_0631800_MeanImputer,1688,0
2-NULL,PF3D7_0729600_MeanImputer,2009,0
2-NULL,PF3D7_0301500_MeanImputer,407,0
2-NULL,PF3D7_0303400_MeanImputer,426,0
2-NULL,PF3D7_0632000_ImputationMarker,1691,0
2-NULL,PF3D7_0304700_ImputationMarker,441,0
2-NULL,PF3D7_0319300_ImputationMarker,603,0
2-NULL,PF3D7_0631200_ImputationMarker,1687,0
2-NULL,PF3D7_0109000_MeanImputer,91,0
2-NULL,PF3D7_0631200_MeanImputer,1686,0
2-NULL,PF3D7_0317500_MeanImputer,580,0
2-NULL,PF3D7_0101900_ImputationMarker,14,0
2-NULL,PF3D7_0703100_MeanImputer,1725,0
2-NULL,PF3D7_0302600_MeanImputer,418,0
2-NULL,PF3D7_0726700_MeanImputer,1980,0
2-NULL,PF3D7_0730100_MeanImputer,2014,0
2-NULL,PF3D7_0304800_ImputationMarker,443,0
2-NULL,PF3D7_0100300_MeanImputer,2,0
2-NULL,PF3D7_0107600_ImputationMarker,77,0
2-NULL,PF3D7_0730100_ImputationMarker,2015,0
2-NULL,PF3D7_0220800_MeanImputer,368,0
2-NULL,PF3D7_0221400_MeanImputer,372,0
2-NULL,PF3D7_0221400_ImputationMarker,373,0
2-NULL,PF3D7_0320200_ImputationMarker,614,0
2-NULL,PF3D7_0630300_MeanImputer,1680,0
2-NULL,PF3D7_0703100_ImputationMarker,1726,0
2-NULL,PF3D7_0726600_ImputationMarker,1979,0
2-NULL,PF3D7_0726900_MeanImputer,1981,0
2-NULL,PF3D7_0108600_ImputationMarker,87,0
2-NULL,PF3D7_0303100_MeanImputer,423,0
2-NULL,PF3D7_0221000_MeanImputer,369,0
2-NULL,PF3D7_0108500_ImputationMarker,85,0
2-NULL,PF3D7_0317600_ImputationMarker,582,0
